id,city,type,name,desc,link,put,put_link
847,Chuka,bus,Chuka Central Bus Terminal,Intercity bus terminal with connections across Kenya,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
848,Eldoret,plane,Eldoret International Airport,Main airport connecting Eldoret to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
849,Eldoret,bus,Eldoret Central Bus Terminal,Intercity bus terminal with connections across Kenya,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
850,South Tarawa,plane,South Tarawa International Airport,Main airport connecting South Tarawa to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
851,South Tarawa,bus,South Tarawa Central Bus Terminal,Intercity bus terminal with connections across Kiribati,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
852,Pristina,plane,Pristina International Airport,Main airport connecting Pristina to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
853,Pristina,bus,Pristina Central Bus Terminal,Intercity bus terminal with connections across Kosovo,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
854,Dunavo,plane,Dunavo International Airport,Main airport connecting Dunavo to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
855,Dunavo,bus,Dunavo Central Bus Terminal,Intercity bus terminal with connections across Kosovo,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
856,Ferizaj,plane,Ferizaj International Airport,Main airport connecting Ferizaj to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
857,Ferizaj,bus,Ferizaj Central Bus Terminal,Intercity bus terminal with connections across Kosovo,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
858,Mitrovica,plane,Mitrovica International Airport,Main airport connecting Mitrovica to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
859,Mitrovica,bus,Mitrovica Central Bus Terminal,Intercity bus terminal with connections across Kosovo,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
860,Kuwait City,plane,Kuwait City International Airport,Main airport connecting Kuwait City to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
861,Kuwait City,bus,Kuwait City Central Bus Terminal,Intercity bus terminal with connections across Kuwait,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
862,Abraq Khaytan,plane,Abraq Khaytan International Airport,Main airport connecting Abraq Khaytan to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
863,Abraq Khaytan,bus,Abraq Khaytan Central Bus Terminal,Intercity bus terminal with connections across Kuwait,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
864,Ad Dasmah,plane,Ad Dasmah International Airport,Main airport connecting Ad Dasmah to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
865,Ad Dasmah,bus,Ad Dasmah Central Bus Terminal,Intercity bus terminal with connections across Kuwait,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
866,Ad Dawhah,plane,Ad Dawhah International Airport,Main airport connecting Ad Dawhah to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
867,Ad Dawhah,bus,Ad Dawhah Central Bus Terminal,Intercity bus terminal with connections across Kuwait,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
868,Bishkek,plane,Bishkek International Airport,Main airport connecting Bishkek to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
869,Bishkek,bus,Bishkek Central Bus Terminal,Intercity bus terminal with connections across Kyrgyzstan,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
870,Batken Oblasty,plane,Batken Oblasty International Airport,Main airport connecting Batken Oblasty to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
871,Batken Oblasty,bus,Batken Oblasty Central Bus Terminal,Intercity bus terminal with connections across Kyrgyzstan,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
872,Bishkek Shaary,plane,Bishkek Shaary International Airport,Main airport connecting Bishkek Shaary to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
873,Bishkek Shaary,bus,Bishkek Shaary Central Bus Terminal,Intercity bus terminal with connections across Kyrgyzstan,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
874,Chuy Oblasty,plane,Chuy Oblasty International Airport,Main airport connecting Chuy Oblasty to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
875,Chuy Oblasty,bus,Chuy Oblasty Central Bus Terminal,Intercity bus terminal with connections across Kyrgyzstan,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
876,Vientiane,plane,Vientiane International Airport,Main airport connecting Vientiane to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
877,Vientiane,bus,Vientiane Central Bus Terminal,Intercity bus terminal with connections across Laos,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
878,Attapu,plane,Attapu International Airport,Main airport connecting Attapu to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
879,Attapu,bus,Attapu Central Bus Terminal,Intercity bus terminal with connections across Laos,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
880,Bokeo,plane,Bokeo International Airport,Main airport connecting Bokeo to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
881,Bokeo,bus,Bokeo Central Bus Terminal,Intercity bus terminal with connections across Laos,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
882,Bolikhamxai,plane,Bolikhamxai International Airport,Main airport connecting Bolikhamxai to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
883,Bolikhamxai,bus,Bolikhamxai Central Bus Terminal,Intercity bus terminal with connections across Laos,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
884,Riga,plane,Riga International Airport,Main airport connecting Riga to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
885,Riga,bus,Riga Central Bus Terminal,Intercity bus terminal with connections across Latvia,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
886,Adazi,plane,Adazi International Airport,Main airport connecting Adazi to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
887,Adazi,bus,Adazi Central Bus Terminal,Intercity bus terminal with connections across Latvia,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
888,Agenskalns,plane,Agenskalns International Airport,Main airport connecting Agenskalns to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
889,Agenskalns,bus,Agenskalns Central Bus Terminal,Intercity bus terminal with connections across Latvia,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
890,Aizkraukle,plane,Aizkraukle International Airport,Main airport connecting Aizkraukle to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
891,Aizkraukle,bus,Aizkraukle Central Bus Terminal,Intercity bus terminal with connections across Latvia,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
892,Beirut,plane,Beirut International Airport,Main airport connecting Beirut to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
893,Beirut,bus,Beirut Central Bus Terminal,Intercity bus terminal with connections across Lebanon,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
894,Aaley,plane,Aaley International Airport,Main airport connecting Aaley to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
895,Aaley,bus,Aaley Central Bus Terminal,Intercity bus terminal with connections across Lebanon,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
896,Adma,plane,Adma International Airport,Main airport connecting Adma to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
897,Adma,bus,Adma Central Bus Terminal,Intercity bus terminal with connections across Lebanon,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
898,Ashrafiye,plane,Ashrafiye International Airport,Main airport connecting Ashrafiye to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
899,Ashrafiye,bus,Ashrafiye Central Bus Terminal,Intercity bus terminal with connections across Lebanon,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
900,Maseru,plane,Maseru International Airport,Main airport connecting Maseru to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
901,Maseru,bus,Maseru Central Bus Terminal,Intercity bus terminal with connections across Lesotho,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
902,Berea,plane,Berea International Airport,Main airport connecting Berea to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
903,Berea,bus,Berea Central Bus Terminal,Intercity bus terminal with connections across Lesotho,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
904,Butha-Buthe,plane,Butha-Buthe International Airport,Main airport connecting Butha-Buthe to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
905,Butha-Buthe,bus,Butha-Buthe Central Bus Terminal,Intercity bus terminal with connections across Lesotho,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
906,Leribe,plane,Leribe International Airport,Main airport connecting Leribe to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
907,Leribe,bus,Leribe Central Bus Terminal,Intercity bus terminal with connections across Lesotho,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
908,Monrovia,plane,Monrovia International Airport,Main airport connecting Monrovia to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
909,Monrovia,bus,Monrovia Central Bus Terminal,Intercity bus terminal with connections across Liberia,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
910,Bomi,plane,Bomi International Airport,Main airport connecting Bomi to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
911,Bomi,bus,Bomi Central Bus Terminal,Intercity bus terminal with connections across Liberia,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
912,Bong,plane,Bong International Airport,Main airport connecting Bong to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
913,Bong,bus,Bong Central Bus Terminal,Intercity bus terminal with connections across Liberia,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
914,Gbarpolu,plane,Gbarpolu International Airport,Main airport connecting Gbarpolu to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
915,Gbarpolu,bus,Gbarpolu Central Bus Terminal,Intercity bus terminal with connections across Liberia,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
916,Tripoli,plane,Tripoli International Airport,Main airport connecting Tripoli to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
917,Tripoli,bus,Tripoli Central Bus Terminal,Intercity bus terminal with connections across Libya,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
918,Benghazi,plane,Benghazi International Airport,Main airport connecting Benghazi to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
919,Benghazi,bus,Benghazi Central Bus Terminal,Intercity bus terminal with connections across Libya,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
920,Misratah,plane,Misratah International Airport,Main airport connecting Misratah to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
921,Misratah,bus,Misratah Central Bus Terminal,Intercity bus terminal with connections across Libya,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
922,Sabha,plane,Sabha International Airport,Main airport connecting Sabha to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
923,Sabha,bus,Sabha Central Bus Terminal,Intercity bus terminal with connections across Libya,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
924,Vaduz,plane,Vaduz International Airport,Main airport connecting Vaduz to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
925,Vaduz,bus,Vaduz Central Bus Terminal,Intercity bus terminal with connections across Liechtenstein,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
926,Balzers,plane,Balzers International Airport,Main airport connecting Balzers to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
927,Balzers,bus,Balzers Central Bus Terminal,Intercity bus terminal with connections across Liechtenstein,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
928,Bendern,plane,Bendern International Airport,Main airport connecting Bendern to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
929,Bendern,bus,Bendern Central Bus Terminal,Intercity bus terminal with connections across Liechtenstein,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
930,Eschen,plane,Eschen International Airport,Main airport connecting Eschen to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
931,Eschen,bus,Eschen Central Bus Terminal,Intercity bus terminal with connections across Liechtenstein,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
932,Vilnius,plane,Vilnius International Airport,Main airport connecting Vilnius to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
933,Vilnius,bus,Vilnius Central Bus Terminal,Intercity bus terminal with connections across Lithuania,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
934,Alytus,plane,Alytus International Airport,Main airport connecting Alytus to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
935,Alytus,bus,Alytus Central Bus Terminal,Intercity bus terminal with connections across Lithuania,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
936,Anciskiai,plane,Anciskiai International Airport,Main airport connecting Anciskiai to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
937,Anciskiai,bus,Anciskiai Central Bus Terminal,Intercity bus terminal with connections across Lithuania,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
938,Antakalnis,plane,Antakalnis International Airport,Main airport connecting Antakalnis to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
939,Antakalnis,bus,Antakalnis Central Bus Terminal,Intercity bus terminal with connections across Lithuania,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
940,Luxembourg,plane,Luxembourg International Airport,Main airport connecting Luxembourg to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
941,Luxembourg,bus,Luxembourg Central Bus Terminal,Intercity bus terminal with connections across Luxembourg,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
942,Ahn,plane,Ahn International Airport,Main airport connecting Ahn to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
943,Ahn,bus,Ahn Central Bus Terminal,Intercity bus terminal with connections across Luxembourg,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
944,Alzingen,plane,Alzingen International Airport,Main airport connecting Alzingen to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
945,Alzingen,bus,Alzingen Central Bus Terminal,Intercity bus terminal with connections across Luxembourg,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
946,Bascharage,plane,Bascharage International Airport,Main airport connecting Bascharage to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
947,Bascharage,bus,Bascharage Central Bus Terminal,Intercity bus terminal with connections across Luxembourg,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
948,Aomen,plane,Aomen International Airport,Main airport connecting Aomen to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
949,Aomen,bus,Aomen Central Bus Terminal,Intercity bus terminal with connections across Macau,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
950,Aumwnz,plane,Aumwnz International Airport,Main airport connecting Aumwnz to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
951,Aumwnz,bus,Aumwnz Central Bus Terminal,Intercity bus terminal with connections across Macau,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
952,Bán đảo Ma Cao,plane,Bán đảo Ma Cao International Airport,Main airport connecting Bán đảo Ma Cao to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
953,Bán đảo Ma Cao,bus,Bán đảo Ma Cao Central Bus Terminal,Intercity bus terminal with connections across Macau,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
954,Cheoc Ca Chün,plane,Cheoc Ca Chün International Airport,Main airport connecting Cheoc Ca Chün to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
955,Cheoc Ca Chün,bus,Cheoc Ca Chün Central Bus Terminal,Intercity bus terminal with connections across Macau,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
956,Antananarivo,plane,Antananarivo International Airport,Main airport connecting Antananarivo to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
957,Antananarivo,bus,Antananarivo Central Bus Terminal,Intercity bus terminal with connections across Madagascar,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
958,Ambanja,plane,Ambanja International Airport,Main airport connecting Ambanja to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
959,Ambanja,bus,Ambanja Central Bus Terminal,Intercity bus terminal with connections across Madagascar,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
960,Antsirabe,plane,Antsirabe International Airport,Main airport connecting Antsirabe to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
961,Antsirabe,bus,Antsirabe Central Bus Terminal,Intercity bus terminal with connections across Madagascar,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
962,Antsiranana,plane,Antsiranana International Airport,Main airport connecting Antsiranana to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
963,Antsiranana,bus,Antsiranana Central Bus Terminal,Intercity bus terminal with connections across Madagascar,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
964,Lilongwe,plane,Lilongwe International Airport,Main airport connecting Lilongwe to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
965,Lilongwe,bus,Lilongwe Central Bus Terminal,Intercity bus terminal with connections across Malawi,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
966,Balaka,plane,Balaka International Airport,Main airport connecting Balaka to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
967,Balaka,bus,Balaka Central Bus Terminal,Intercity bus terminal with connections across Malawi,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
968,Blantyre,plane,Blantyre International Airport,Main airport connecting Blantyre to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
969,Blantyre,bus,Blantyre Central Bus Terminal,Intercity bus terminal with connections across Malawi,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
970,Chikwawa,plane,Chikwawa International Airport,Main airport connecting Chikwawa to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
971,Chikwawa,bus,Chikwawa Central Bus Terminal,Intercity bus terminal with connections across Malawi,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
972,Kuala Lumpur,plane,Kuala Lumpur International Airport,Main airport connecting Kuala Lumpur to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
973,Kuala Lumpur,bus,Kuala Lumpur Central Bus Terminal,Intercity bus terminal with connections across Malaysia,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
974,Alor Gajah,plane,Alor Gajah International Airport,Main airport connecting Alor Gajah to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
975,Alor Gajah,bus,Alor Gajah Central Bus Terminal,Intercity bus terminal with connections across Malaysia,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
976,Alor Star,plane,Alor Star International Airport,Main airport connecting Alor Star to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
977,Alor Star,bus,Alor Star Central Bus Terminal,Intercity bus terminal with connections across Malaysia,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
978,Ampang,plane,Ampang International Airport,Main airport connecting Ampang to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
979,Ampang,bus,Ampang Central Bus Terminal,Intercity bus terminal with connections across Malaysia,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
980,Malé,plane,Malé International Airport,Main airport connecting Malé to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
981,Malé,bus,Malé Central Bus Terminal,Intercity bus terminal with connections across Maldives,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
982,Alifu,plane,Alifu International Airport,Main airport connecting Alifu to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
983,Alifu,bus,Alifu Central Bus Terminal,Intercity bus terminal with connections across Maldives,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
984,Baa,plane,Baa International Airport,Main airport connecting Baa to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
985,Baa,bus,Baa Central Bus Terminal,Intercity bus terminal with connections across Maldives,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
986,Dhaalu,plane,Dhaalu International Airport,Main airport connecting Dhaalu to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
987,Dhaalu,bus,Dhaalu Central Bus Terminal,Intercity bus terminal with connections across Maldives,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
988,Bamako,plane,Bamako International Airport,Main airport connecting Bamako to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
989,Bamako,bus,Bamako Central Bus Terminal,Intercity bus terminal with connections across Mali,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
990,Bamako (Capital),plane,Bamako (Capital) International Airport,Main airport connecting Bamako (Capital) to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
991,Bamako (Capital),bus,Bamako (Capital) Central Bus Terminal,Intercity bus terminal with connections across Mali,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
992,Gao,plane,Gao International Airport,Main airport connecting Gao to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
993,Gao,bus,Gao Central Bus Terminal,Intercity bus terminal with connections across Mali,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
994,Kayes,plane,Kayes International Airport,Main airport connecting Kayes to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
995,Kayes,bus,Kayes Central Bus Terminal,Intercity bus terminal with connections across Mali,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
996,Valletta,plane,Valletta International Airport,Main airport connecting Valletta to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
997,Valletta,bus,Valletta Central Bus Terminal,Intercity bus terminal with connections across Malta,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
998,Attard,plane,Attard International Airport,Main airport connecting Attard to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
999,Attard,bus,Attard Central Bus Terminal,Intercity bus terminal with connections across Malta,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1000,Balzan,plane,Balzan International Airport,Main airport connecting Balzan to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1001,Balzan,bus,Balzan Central Bus Terminal,Intercity bus terminal with connections across Malta,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1002,Bingemma,plane,Bingemma International Airport,Main airport connecting Bingemma to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1003,Bingemma,bus,Bingemma Central Bus Terminal,Intercity bus terminal with connections across Malta,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1004,Majuro,plane,Majuro International Airport,Main airport connecting Majuro to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1005,Majuro,bus,Majuro Central Bus Terminal,Intercity bus terminal with connections across Marshall Islands,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1006,Ebaye,plane,Ebaye International Airport,Main airport connecting Ebaye to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1007,Ebaye,bus,Ebaye Central Bus Terminal,Intercity bus terminal with connections across Marshall Islands,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1008,Arno,plane,Arno International Airport,Main airport connecting Arno to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1009,Arno,bus,Arno Central Bus Terminal,Intercity bus terminal with connections across Marshall Islands,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1010,Jabor,plane,Jabor International Airport,Main airport connecting Jabor to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1011,Jabor,bus,Jabor Central Bus Terminal,Intercity bus terminal with connections across Marshall Islands,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1012,Fort-de-France,plane,Fort-de-France International Airport,Main airport connecting Fort-de-France to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1013,Fort-de-France,bus,Fort-de-France Central Bus Terminal,Intercity bus terminal with connections across Martinique,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1014,Case-Pilote,plane,Case-Pilote International Airport,Main airport connecting Case-Pilote to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1015,Case-Pilote,bus,Case-Pilote Central Bus Terminal,Intercity bus terminal with connections across Martinique,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1016,Ducos,plane,Ducos International Airport,Main airport connecting Ducos to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1017,Ducos,bus,Ducos Central Bus Terminal,Intercity bus terminal with connections across Martinique,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1018,Le Carbet,plane,Le Carbet International Airport,Main airport connecting Le Carbet to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1019,Le Carbet,bus,Le Carbet Central Bus Terminal,Intercity bus terminal with connections across Martinique,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1020,Nouakchott,plane,Nouakchott International Airport,Main airport connecting Nouakchott to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1021,Nouakchott,bus,Nouakchott Central Bus Terminal,Intercity bus terminal with connections across Mauritania,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1022,Adrar,plane,Adrar International Airport,Main airport connecting Adrar to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1023,Adrar,bus,Adrar Central Bus Terminal,Intercity bus terminal with connections across Mauritania,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1024,Assaba,plane,Assaba International Airport,Main airport connecting Assaba to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1025,Assaba,bus,Assaba Central Bus Terminal,Intercity bus terminal with connections across Mauritania,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1026,Brakna,plane,Brakna International Airport,Main airport connecting Brakna to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1027,Brakna,bus,Brakna Central Bus Terminal,Intercity bus terminal with connections across Mauritania,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1028,Port Louis,plane,Port Louis International Airport,Main airport connecting Port Louis to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1029,Port Louis,bus,Port Louis Central Bus Terminal,Intercity bus terminal with connections across Mauritius,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1030,Beau Bassin,plane,Beau Bassin International Airport,Main airport connecting Beau Bassin to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
1031,Beau Bassin,bus,Beau Bassin Central Bus Terminal,Intercity bus terminal with connections across Mauritius,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
1032,Chemin Grenier,plane,Chemin Grenier International Airport,Main airport connecting Chemin Grenier to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
